"Name","Location","Year","Kilometers_Driven","Fuel_Type","Seats","Price","brand","Engine_CC","Power_bhp","New_Price2","Mileage_kmpl","Transauto1","Owner_Type2"
"Mercedes-Benz New C-Class C 220 CDI CLASSIC","Jaipur",2013,81456,"Diesel",5,14.25,"Mercedes-Benz",2148,170,NA,15.8,0,1
"Hyundai i10 Sportz AT","Ahmedabad",2012,37229,"Petrol",5,3.41,"Hyundai",1197,78.9,NA,16.95,1,1
"Honda City 1.5 S MT","Delhi",2009,73200,"Petrol",5,2.78,"Honda",1497,118,NA,17,0,1
"Skoda Octavia Elegance 2.0 TDI AT","Ahmedabad",2015,71826,"Diesel",5,15.5,"Skoda",1968,141,NA,19.3,1,1
"Tata Indica V2 eLS","Chennai",2017,129000,"Diesel",5,3,"Tata",1396,69,NA,25,0,1
"Maruti Wagon R VXi BSII","Pune",2012,82000,"Petrol",5,2.3,"Maruti",998,67.1,NA,18.9,0,1
"Hyundai Creta 1.6 CRDi SX","Kochi",2017,40459,"Diesel",5,13.28,"Hyundai",1582,126.2,NA,19.67,0,1
"Maruti A-Star Lxi","Hyderabad",2009,61964,"Petrol",5,2.25,"Maruti",998,66.1,NA,19,0,1
"Maruti Wagon R LXI","Kochi",2011,15466,"Petrol",5,3.36,"Maruti",998,67.04,5.04,22.5,0,1
"Honda Mobilio E i VTEC","Kolkata",2014,23000,"Petrol",7,4.25,"Honda",1497,117.3,NA,17.3,0,1
"Hyundai i10 Magna","Coimbatore",2012,43766,"Petrol",5,4.3,"Hyundai",1197,78.9,NA,20.36,0,1
"Skoda Superb 3.6 V6 FSI","Hyderabad",2010,54000,"Petrol",5,6,"Skoda",3597,262.6,NA,0,1,1
"Hyundai i20 1.4 Sportz","Coimbatore",2018,18521,"Diesel",5,9.18,"Hyundai",1396,88.73,NA,22.54,0,1
"Maruti Celerio ZXI Optional","Hyderabad",2017,26400,"Petrol",5,4.99,"Maruti",998,67.04,NA,23.1,0,1
"Skoda Laura 1.8 TSI Ambiente","Pune",2011,31900,"Petrol",5,3.75,"Skoda",1798,157.8,NA,13.4,0,1
"Ford Figo Diesel LXI","Chennai",2010,39000,"Diesel",5,2.5,"Ford",1399,68,NA,20,0,1
"Honda Jazz 1.5 VX i DTEC","Hyderabad",2016,45671,"Diesel",5,7.2,"Honda",1498,98.6,NA,27.3,0,1
"Mercedes-Benz E-Class 2015-2017 E250 Edition E","Ahmedabad",2016,39500,"Diesel",5,29.5,"Mercedes-Benz",2143,204,NA,15,1,1
"Mercedes-Benz GLA Class 200 CDI SPORT","Chennai",2015,54000,"Diesel",5,17.55,"Mercedes-Benz",2143,136,NA,17.9,1,1
"Volvo S60 D3","Chennai",2012,20000,"Diesel",5,12,"Volvo",1985,163,NA,18.5,1,1
"Audi A8 L 3.0 TDI quattro","Bangalore",2009,55000,"Diesel",5,13.5,"Audi",2967,246.7,NA,11.8,1,1
"Hyundai Verna 1.6 SX CRDI (O) AT","Kolkata",2014,48000,"Diesel",5,5.1,"Hyundai",1582,126.32,NA,22.32,1,1
"BMW 3 Series 320d","Kolkata",2011,70000,"Diesel",5,10.3,"BMW",1995,190,43.81,22.69,1,1
"Hyundai Verna 1.6 SX","Delhi",2014,62000,"Diesel",5,5.7,"Hyundai",1582,126.32,NA,22.32,0,1
"Maruti Wagon R VXI","Kochi",2014,41994,"Petrol",5,3.41,"Maruti",998,67.04,5.12,22.5,0,1
"Ford Figo Diesel EXI","Hyderabad",2010,108882,"Diesel",5,2.4,"Ford",1399,68,NA,20,0,2
"Mahindra KUV 100 mFALCON G80 K2","Coimbatore",2017,24806,"Petrol",6,5.6,"Mahindra",1198,82,NA,18.15,0,1
"Tata Indigo LS","Pune",2006,160000,"Diesel",5,1,"Tata",1405,70,NA,17,0,1
"Mahindra TUV 300 T8 AMT","Hyderabad",2017,30000,"Diesel",7,8.2,"Mahindra",1493,100,NA,18.49,1,1
"Audi Q3 35 TDI Quattro Premium Plus","Bangalore",2015,51000,"Diesel",5,27.5,"Audi",1968,181,48.64,15.17,1,1
"Maruti Wagon R VXI 1.2","Jaipur",2015,64876,"Petrol",5,3.5,"Maruti",1197,81.8,5.71,21.5,0,1
"Maruti Celerio CNG VXI MT","Kochi",2016,70536,"CNG",5,4.58,"Maruti",998,58.33,5.87,31.79,0,1
"Maruti Vitara Brezza ZDi Plus Dual Tone","Coimbatore",2017,25299,"Diesel",5,10.34,"Maruti",1248,88.5,12.56,24.3,0,1
"Mahindra Scorpio DX 2.6 Turbo 8 Str","Mumbai",2006,89869,"Diesel",8,3.25,"Mahindra",2609,116.6,NA,12.7,0,1
"Hyundai Tucson CRDi","Jaipur",2007,103515,"Diesel",7,5,"Hyundai",1991,112,NA,12.6,0,3
"Hyundai Santro Xing GLS","Hyderabad",2008,68282,"Petrol",5,2.25,"Hyundai",1086,62.1,NA,17.92,0,1
"Porsche Panamera Diesel 250hp","Kochi",2014,60033,"Diesel",4,51.52,"Porsche",2967,250,NA,18.18,1,1
"Maruti Vitara Brezza VDi Option","Kochi",2018,51921,"Diesel",5,8.62,"Maruti",1248,88.5,NA,24.3,0,1
"Maruti Swift Dzire VDI","Mumbai",2017,18414,"Diesel",5,7.25,"Maruti",1248,74,NA,23.4,0,1
"Honda Amaze V Petrol","Kochi",2016,40866,"Petrol",5,5.47,"Honda",1199,86.76,8.16,19.5,0,1
"Jaguar XF 2.2 Litre Luxury","Pune",2014,55001,"Diesel",5,31,"Jaguar",2179,187.7,NA,16.36,1,1
"Mini Cooper Convertible S","Kochi",2017,20469,"Petrol",4,35.98,"Mini",1998,189.08,44.28,16.82,1,1
"Hyundai EON Era Plus","Jaipur",2017,8500,"Petrol",5,3.42,"Hyundai",814,55.2,NA,21.1,0,1
"Audi A6 3.0 TDI quattro","Ahmedabad",2008,45000,"Diesel",5,11.5,"Audi",2967,241.38,NA,16.77,1,2
"Hyundai i20 Active 1.2 SX Dual Tone","Pune",2016,6000,"Petrol",5,7.25,"Hyundai",1197,81.86,NA,17.19,0,1
"Maruti Swift AMT DDiS VDI","Chennai",2018,11000,"Diesel",5,8,"Maruti",1248,74,NA,28.4,0,1
"Ford Ecosport 1.5 DV5 MT Titanium","Kochi",2015,80064,"Diesel",5,7.33,"Ford",1498,89.84,NA,22.7,0,1
"Maruti Wagon R VXI BS IV with ABS","Kolkata",2016,29930,"Petrol",5,3.35,"Maruti",998,67.1,NA,18.9,0,1
"Volkswagen Vento 1.5 TDI Highline","Mumbai",2013,49105,"Diesel",5,4.4,"Volkswagen",1498,103.2,NA,20.34,0,1
"Toyota Etios VX","Kolkata",2012,55000,"Petrol",5,2.99,"Toyota",1496,88.7,NA,17.6,0,1
"Honda Jazz 1.2 SV i VTEC","Bangalore",2015,23000,"Petrol",5,5.6,"Honda",1199,88.7,NA,18.7,0,1
"Volkswagen CrossPolo 1.5 TDI","Coimbatore",2016,54727,"Diesel",5,6.63,"Volkswagen",1498,88.73,NA,20.14,0,1
"Volkswagen Ameo 1.5 TDI Highline","Kochi",2018,31426,"Diesel",5,7.9,"Volkswagen",1498,108.62,9.72,21.66,0,1
"Honda City V MT Exclusive","Kochi",2015,53442,"Petrol",5,7,"Honda",1497,116.3,NA,16.8,0,1
"Honda Brio VX AT","Hyderabad",2014,28000,"Petrol",5,4.95,"Honda",1198,86.8,NA,16.5,1,1
"Skoda Rapid 1.6 MPI AT Style","Mumbai",2017,13412,"Petrol",5,9.19,"Skoda",1598,103.52,NA,14.3,1,1
"Hyundai Verna CRDi","Hyderabad",2011,70000,"Diesel",5,5.1,"Hyundai",1493,110,NA,16.8,0,1
"Hyundai i20 Active S Diesel","Jaipur",2015,81310,"Diesel",5,5.9,"Hyundai",1396,88.76,NA,21.19,0,1
"Maruti Baleno Alpha CVT","Kochi",2019,13574,"Petrol",5,9.51,"Maruti",1197,83.1,10.3,21.4,1,1
"Honda CR-V 2.4L 4WD MT","Mumbai",2008,75000,"Petrol",5,3.9,"Honda",2354,158.8,NA,11.1,0,2
"Maruti Swift Dzire VXI","Coimbatore",2014,58310,"Petrol",5,5.39,"Maruti",1197,85.8,NA,19.1,0,2
"Maruti Swift Dzire VDi","Pune",2009,90000,"Diesel",5,3,"Maruti",1248,73.9,NA,19.3,0,2
"Maruti Swift Dzire ZDI","Jaipur",2012,83000,"Diesel",5,4.3,"Maruti",1248,74,NA,23.4,0,1
"Maruti Swift Dzire ZXI","Jaipur",2017,37282,"Petrol",5,6.75,"Maruti",1197,83.14,NA,20.85,0,1
"Hyundai Grand i10 Sportz","Jaipur",2017,23000,"Petrol",5,4.5,"Hyundai",1197,82,NA,18.9,0,1
"Ford Fiesta 1.4 ZXi TDCi ABS","Chennai",2010,82000,"Diesel",5,2.75,"Ford",1399,68,NA,17.8,0,1
"Hyundai Verna 1.6 CRDi S","Chennai",2016,31000,"Diesel",5,9,"Hyundai",1582,126.2,NA,23.9,0,1
"Maruti Wagon R Vx","Jaipur",2001,200000,"Petrol",NA,0.7,"Maruti",NA,NA,NA,12,0,1
"Ford Figo Diesel EXI","Delhi",2014,45001,"Diesel",5,2.55,"Ford",1399,68.05,NA,20,0,2
"Tata Manza Aqua Quadrajet BS IV","Coimbatore",2014,50446,"Diesel",5,3.54,"Tata",1248,88.8,NA,21.12,0,1
"Honda Civic 2006-2010 1.8 S MT","Ahmedabad",2009,89000,"Petrol",5,4.25,"Honda",1799,130,NA,13.5,0,1
"Maruti Alto LX BSIII","Ahmedabad",2007,72000,"Petrol",5,1.2,"Maruti",796,46.3,NA,19.7,0,2
"BMW 5 Series 520d Luxury Line","Ahmedabad",2013,90000,"Diesel",5,19.5,"BMW",1995,190,63.71,22.48,1,1
"Mahindra XUV500 W8 2WD","Bangalore",2015,76000,"Diesel",7,12,"Mahindra",2179,140,NA,16,0,2
"Maruti Ritz VDi","Hyderabad",2012,78401,"Diesel",5,3.9,"Maruti",1248,73.94,NA,23.2,0,1
"Maruti Vitara Brezza ZDi Plus","Kochi",2017,38426,"Diesel",5,9.13,"Maruti",1248,88.5,11.12,24.3,0,1
"Maruti Eeco 7 Seater Standard","Pune",2011,45000,"Petrol",7,2.25,"Maruti",1196,73,4.69,15.1,0,1
"Maruti Swift Dzire 1.2 Vxi BSIV","Mumbai",2012,83000,"Petrol",5,3.25,"Maruti",1197,85.8,NA,17.5,0,1
"Hyundai Creta 1.6 CRDi AT SX Plus","Coimbatore",2017,50170,"Diesel",5,14.79,"Hyundai",1582,126.2,NA,17.01,1,1
"Maruti Wagon R LXI","Mumbai",2010,37822,"Petrol",5,2.35,"Maruti",998,67.04,5.04,22.5,0,1
"Maruti Celerio ZDi","Kolkata",2015,33517,"Diesel",5,3.1,"Maruti",793,47,NA,27.62,0,1
"Hyundai Santa Fe 2WD AT","Delhi",2014,110000,"Diesel",7,12.9,"Hyundai",2199,194.3,NA,13.01,1,1
"Hyundai EON D Lite Plus Option","Kolkata",2017,60000,"Petrol",5,2.5,"Hyundai",814,55.2,NA,21.1,0,1
"Hyundai i20 Sportz 1.2","Delhi",2013,92408,"Petrol",5,3.65,"Hyundai",1197,82.85,NA,18.5,0,1
"Hyundai Verna 1.6 SX VTVT (O)","Bangalore",2014,45000,"Petrol",5,7.5,"Hyundai",1591,121.3,NA,17.1,0,1
"Honda Brio S Option MT","Kochi",2013,33793,"Petrol",5,3.74,"Honda",1198,86.8,NA,18.4,0,1
"Maruti Swift VXI Optional","Kochi",2017,26327,"Petrol",5,5.86,"Maruti",1197,81.8,NA,20.4,0,1
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",2018,20604,"Diesel",5,39.62,"Mercedes-Benz",2143,167.62,NA,19.27,1,1
"Maruti Swift VDI Optional","Coimbatore",2018,61386,"Diesel",5,7.05,"Maruti",1248,74,NA,25.2,0,1
"Maruti Swift AMT VDI","Delhi",2018,11500,"Diesel",5,7.5,"Maruti",1248,74,NA,28.4,1,1
"Chevrolet Beat Diesel LS","Chennai",2012,58000,"Diesel",5,2.1,"Chevrolet",936,57.6,NA,25.44,0,1
"Skoda Superb Elegance 1.8 TSI AT","Delhi",2014,38000,"Petrol",5,11.6,"Skoda",1798,157.75,NA,13.7,1,1
"Mercedes-Benz New C-Class C 220 CDI BE Avantgare","Bangalore",2012,49000,"Diesel",5,19.25,"Mercedes-Benz",2143,167.62,NA,14.84,1,2
"Toyota Innova Crysta 2.4 VX MT 8S","Coimbatore",2017,72202,"Diesel",8,17.92,"Toyota",2393,147.8,24.01,13.68,0,1
"Hyundai i10 Sportz","Kolkata",2016,7000,"Petrol",5,3.6,"Hyundai",1197,78.9,NA,20.36,0,1
"Honda Amaze S i-DTEC","Ahmedabad",2014,20000,"Diesel",5,4.5,"Honda",1498,98.6,NA,25.8,0,2
"Hyundai i20 Magna 1.4 CRDi (Diesel)","Hyderabad",2017,14061,"Diesel",5,7.4,"Hyundai",1396,88.76,NA,21.9,0,1
"Mercedes-Benz GLE 350d","Coimbatore",2018,30706,"Diesel",5,59.29,"Mercedes-Benz",2987,254.79,95.13,11.57,1,1
"Mahindra Scorpio 2009-2014 SLE 7S BSIV","Kolkata",2011,51387,"Diesel",7,5.5,"Mahindra",2179,120,NA,12.05,0,1
"Hyundai Getz GLE","Bangalore",2006,44000,"Petrol",5,1.75,"Hyundai",1341,83,NA,15.3,0,2
"Maruti Baleno Alpha","Mumbai",2016,12208,"Petrol",5,6.75,"Maruti",1197,83.1,8.78,21.4,0,1
"Chevrolet Optra Magnum 2.0 LT","Chennai",2011,55000,"Diesel",5,3.95,"Chevrolet",1991,123.7,NA,16.52,0,1
"Hyundai Verna 1.6 SX VTVT (O)","Mumbai",2011,61600,"Petrol",5,4.2,"Hyundai",1591,121.3,NA,17.1,0,1
"Honda City 1.5 V MT","Hyderabad",2016,28414,"Petrol",5,8.4,"Honda",1497,118,NA,17,0,1
"Volkswagen Polo GT TSI","Mumbai",2017,27853,"Petrol",5,8.25,"Volkswagen",1197,103.5,11.26,17.21,1,1
"Honda Brio E MT","Bangalore",2013,55116,"Petrol",5,3.31,"Honda",1198,86.8,NA,19.4,0,1
"Maruti Swift Dzire VDI","Ahmedabad",2017,26000,"Diesel",5,7.5,"Maruti",1248,74,NA,26.59,0,1
"Honda City 1.5 V MT Exclusive","Pune",2012,45496,"Petrol",5,4.75,"Honda",1497,118,NA,17,0,1
"Mahindra Ssangyong Rexton RX7","Pune",2013,76000,"Diesel",7,8.79,"Mahindra",2696,184,NA,11.18,1,2
"Skoda Superb Elegance 1.8 TSI MT","Pune",2014,136000,"Petrol",5,9.5,"Skoda",1798,157.75,NA,13.1,0,1
"Hyundai Santro GLS II - Euro II","Pune",2009,100000,"Petrol",NA,1.6,"Hyundai",NA,NA,NA,0,0,1
"Maruti Alto LXi","Kolkata",2010,38127,"Petrol",5,1.55,"Maruti",796,46.3,NA,19.7,0,1
"Hyundai i20 Asta (o) 1.4 CRDi (Diesel)","Jaipur",2014,82450,"Diesel",5,5.85,"Hyundai",1396,90,NA,23,0,1
"Ford Ecosport 1.5 Ti VCT MT Trend","Coimbatore",2014,62497,"Petrol",5,7.52,"Ford",1499,110,NA,15.8,0,1
"Nissan Micra Diesel XV","Hyderabad",2011,86732,"Diesel",5,3.6,"Nissan",1461,63.1,NA,23.08,0,1
"Honda Brio E MT","Kochi",2016,27969,"Petrol",5,4.73,"Honda",1198,86.8,NA,19.4,0,1
"Mahindra Ssangyong Rexton RX7","Delhi",2013,66372,"Diesel",7,10.5,"Mahindra",2696,184,NA,11.18,1,1
"BMW 7 Series 730Ld Sedan","Coimbatore",2013,73525,"Diesel",5,34.54,"BMW",2993,258,NA,16.46,1,1
"Hyundai Grand i10 1.2 Kappa Sportz","Kochi",2018,20689,"Petrol",5,6.07,"Hyundai",1197,81.86,6.68,18.9,0,1
"Maruti Baleno Delta 1.2","Coimbatore",2018,25093,"Petrol",5,7.76,"Maruti",1197,83.1,NA,21.4,0,1
"Mahindra Xylo E8 ABS BS IV","Coimbatore",2016,49176,"Diesel",8,7.46,"Mahindra",2498,112,NA,11.68,0,1
"Renault Fluence Diesel E4","Delhi",2012,87510,"Diesel",5,3.49,"Renault",1461,78,NA,21.8,0,1
"Hyundai i20 1.2 Magna","Coimbatore",2012,38214,"Petrol",5,4.05,"Hyundai",1197,80,NA,18.5,0,2
"Mitsubishi Pajero 2.8 SFX","Kochi",2013,48986,"Diesel",6,11.88,"Mitsubishi",2835,107.2,NA,10.5,0,1
"Toyota Corolla Altis 2008-2013 1.8 VL AT","Pune",2011,88000,"Petrol",5,6.45,"Toyota",1794,138.1,NA,14.53,1,1
"BMW X5 X5 M","Pune",2015,69002,"Diesel",5,50,"BMW",2993,258,NA,15.97,1,1
"BMW 3 Series 2005-2011 325i Sedan","Pune",2011,43706,"Petrol",5,9,"BMW",2497,215,NA,10.9,1,1
"Hyundai Creta 1.6 CRDi AT SX Plus","Coimbatore",2016,58671,"Diesel",5,14.25,"Hyundai",1582,126.2,NA,17.01,1,1
"Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,49404,"Diesel",7,7.36,"Mahindra",1493,100,NA,18.49,0,1
"Mahindra Scorpio VLX 2.2 mHawk BSIII","Delhi",2010,72000,"Diesel",8,4.4,"Mahindra",2179,120,NA,12.05,0,1
"Renault KWID RXT","Mumbai",2016,24000,"Petrol",5,3.1,"Renault",799,53.3,NA,25.17,0,1
"Renault KWID 1.0 RXT Optional AMT","Coimbatore",2017,53285,"Petrol",5,4.28,"Renault",999,67,5.42,22.5,1,1
"Maruti Swift VXi BSIV","Pune",2017,12000,"Petrol",5,5.5,"Maruti",1197,85,NA,16.1,0,1
"Skoda Laura 1.9 TDI AT Ambiente","Kolkata",2012,45000,"Diesel",5,6.99,"Skoda",1896,105,NA,17,1,1
"Maruti Alto 800 2016-2019 VXI","Coimbatore",2018,26234,"Petrol",5,4.29,"Maruti",796,47.3,NA,24.7,0,1
"Maruti Swift VXI","Delhi",2014,55000,"Petrol",5,4.2,"Maruti",1197,85.8,NA,18.6,0,1
"Hyundai i20 1.4 CRDi Sportz","Pune",2012,90000,"Diesel",5,4.11,"Hyundai",1396,90,NA,23,0,1
"Audi Q3 2012-2015 35 TDI Quattro Premium","Mumbai",2015,48000,"Diesel",5,18.75,"Audi",1968,174.33,NA,15.73,1,1
"Mercedes-Benz GLE 350d","Mumbai",2017,19863,"Diesel",5,64.95,"Mercedes-Benz",2987,254.79,91.23,11.57,1,1
"Hyundai i10 Era","Mumbai",2010,55000,"Petrol",5,1.59,"Hyundai",1086,68.05,NA,19.81,0,2
"Maruti Wagon R LXI Optional","Kolkata",2016,4800,"Petrol",5,3.6,"Maruti",998,67.04,NA,20.51,0,1
"Honda City i VTEC V","Kochi",2017,38607,"Petrol",5,7.87,"Honda",1497,117.3,NA,17.8,0,2
"Hyundai Grand i10 1.2 Kappa Sportz","Mumbai",2018,3958,"Petrol",5,5.55,"Hyundai",1197,81.86,7.14,18.9,0,1
"Honda City i DTEC VX","Jaipur",2014,74000,"Diesel",5,6.4,"Honda",1498,98.6,NA,25.1,0,2
"Maruti Swift Dzire VXi","Mumbai",2009,54540,"Petrol",5,2.65,"Maruti",1298,85.8,NA,17.5,0,3
"Maruti Swift Dzire ZXi","Delhi",2015,58400,"Petrol",5,5.5,"Maruti",1298,85.8,NA,17.5,0,1
"Mahindra XUV500 W8 2WD","Kochi",2013,73648,"Diesel",7,7.31,"Mahindra",2179,140,NA,15.1,0,1
"Maruti Ciaz ZDi Plus SHVS","Jaipur",2016,83000,"Diesel",5,7.1,"Maruti",1248,88.5,NA,28.09,0,1
"Hyundai Verna 1.6 SX CRDi (O)","Kochi",2016,16159,"Diesel",5,7.83,"Hyundai",1582,126.32,NA,22.32,0,1
"Hyundai Accent CRDi","Mumbai",2005,150000,"Diesel",5,0.85,"Hyundai",1493,82,NA,13.1,0,1
"Honda Brio S MT","Mumbai",2014,22100,"Petrol",5,3.55,"Honda",1198,86.8,NA,19.4,0,1
"Hyundai i20 Active 1.2 SX","Coimbatore",2017,35043,"Petrol",5,8.19,"Hyundai",1197,81.86,NA,17.19,0,1
"BMW 3 Series 320d Sport Line","Pune",2018,24000,"Diesel",5,28,"BMW",1995,184,NA,18.88,1,1
"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Chennai",2015,480000,"Diesel",5,13,"Volkswagen",1968,138.03,NA,16.96,1,1
"Volkswagen Polo Petrol Highline 1.6L","Chennai",2011,70000,"Petrol",5,3.29,"Volkswagen",1598,103.5,NA,15.26,0,2
"Maruti Swift VXi BSIV","Pune",2015,13769,"Petrol",5,4.41,"Maruti",1197,85,NA,16.1,0,2
"Renault Duster 110PS Diesel RxZ","Kolkata",2013,58000,"Diesel",5,4.99,"Renault",1461,108.45,NA,19.01,0,1
"BMW X3 xDrive 20d Luxury Line","Hyderabad",2009,58000,"Diesel",5,17.98,"BMW",1995,190,69.59,18.56,1,1
"Fiat Avventura MULTIJET Emotion","Coimbatore",2018,18705,"Diesel",5,7.71,"Fiat",1248,91.72,NA,20.5,0,1
"Maruti Wagon R Stingray VXI","Delhi",2013,32378,"Petrol",5,2.8,"Maruti",998,67.04,NA,20.51,0,1
"Chevrolet Sail Hatchback LS ABS","Kolkata",2013,45000,"Diesel",5,3,"Chevrolet",1248,76.9,NA,22.1,0,1
"Mahindra XUV500 W8 2WD","Coimbatore",2015,36836,"Diesel",7,12.49,"Mahindra",2179,140,NA,15.1,0,1
"Tata Zest Quadrajet 1.3","Kochi",2016,54199,"Diesel",5,5,"Tata",1248,88.8,NA,23,0,1
"BMW X3 xDrive20d xLine","Kochi",2017,36935,"Diesel",5,32.64,"BMW",1995,190,NA,18.56,1,1
"Maruti Swift VDI BSIV","Chennai",2015,23000,"Diesel",5,6.5,"Maruti",1248,74,NA,25.2,0,1
"BMW 5 Series 2013-2017 520d Luxury Line","Bangalore",2015,14000,"Diesel",5,35,"BMW",1995,190,NA,18.12,1,1
"Tata Indigo CS eVX","Chennai",2015,100073,"Diesel",5,2,"Tata",1396,69.01,NA,25,0,2
"Mahindra XUV500 W8 2WD","Kochi",2015,59182,"Diesel",7,9.46,"Mahindra",2179,140,NA,15.1,0,1
"Audi Q7 35 TDI Quattro Premium Plus","Kochi",2016,72132,"Diesel",7,39,"Audi",2967,241.4,NA,12.07,1,2
"BMW 5 Series 2003-2012 520d","Hyderabad",2009,79000,"Diesel",5,15,"BMW",1995,177,NA,18.48,1,1
"Hyundai Verna 1.6 SX VTVT (O)","Coimbatore",2013,66930,"Petrol",5,6.15,"Hyundai",1591,121.3,NA,17.1,0,1
"Hyundai Santa Fe 4WD AT","Pune",2015,100000,"Diesel",7,14.5,"Hyundai",2199,194.3,NA,13.01,1,2
"Hyundai Santro GLS II - Euro II","Bangalore",2012,43000,"Petrol",NA,3.25,"Hyundai",NA,NA,NA,0,0,1
"Maruti Wagon R AMT VXI","Kochi",2018,27413,"Petrol",5,5.18,"Maruti",998,67,NA,20.51,1,1
"Maruti Wagon R LX BSIII","Pune",2007,90000,"Petrol",5,1.24,"Maruti",1061,64,NA,17.3,0,2
"Hyundai i20 Sportz 1.2","Kolkata",2013,40300,"Petrol",5,2.8,"Hyundai",1197,82.85,NA,18.5,0,1
"Skoda Superb Elegance 1.8 TSI AT","Kochi",2011,73783,"Petrol",5,5.23,"Skoda",1798,157.75,NA,13.7,1,2
"Hyundai Getz GLS","Pune",2005,86000,"Petrol",5,0.45,"Hyundai",1341,83,NA,15.3,0,2
"Maruti Wagon R LXI BS IV","Delhi",2014,65694,"Petrol",5,3.25,"Maruti",998,67.1,NA,18.9,0,1
"Maruti Omni MPI CARGO BSIV","Kolkata",2015,23000,"Petrol",5,1.5,"Maruti",796,34.2,NA,16.8,0,1
"Hyundai i10 Magna 1.2","Mumbai",2012,51000,"Petrol",5,2.85,"Hyundai",1197,78.9,NA,20.36,0,1
"Renault KWID 1.0 RXT Optional","Kochi",2018,18335,"Petrol",5,4.5,"Renault",999,67,4.61,21.7,0,1
"Mercedes-Benz B Class 2012-2015 B200 Sport CDI","Bangalore",2014,36000,"Diesel",5,16.25,"Mercedes-Benz",2147,107.3,NA,15,1,1
"Volkswagen Polo GT TSI","Mumbai",2017,25000,"Petrol",5,7.75,"Volkswagen",1197,103.5,11.26,17.21,1,1
"Mahindra Scorpio VLX 4WD","Bangalore",2007,81000,"Diesel",8,4.35,"Mahindra",2179,120,NA,12.05,0,3
"Toyota Fortuner 2.8 2WD AT","Kochi",2019,21719,"Diesel",7,33.13,"Toyota",2755,174.5,37.38,12.9,1,1
"Chevrolet Beat Diesel LT","Coimbatore",2013,75421,"Diesel",5,3.63,"Chevrolet",936,56.3,NA,25.44,0,1
"Toyota Innova 2.5 G4 Diesel 8-seater","Delhi",2010,80000,"Diesel",8,4.75,"Toyota",2494,102,NA,12.8,0,1
"Maruti Swift Dzire VXI","Kochi",2018,10671,"Petrol",5,6.51,"Maruti",1197,83.14,NA,20.85,0,1
"Renault KWID Climber 1.0 MT","Hyderabad",2018,4126,"Petrol",5,4.8,"Renault",999,67,5.3,21.7,0,1
"Tata Bolt Quadrajet XM","Hyderabad",2017,98500,"Diesel",5,6,"Tata",1248,74,7.97,22.95,0,1
"Hyundai Grand i10 Asta","Coimbatore",2016,61578,"Petrol",5,6.4,"Hyundai",1197,82,NA,18.9,0,1
"Volkswagen Vento 1.5 TDI Highline","Ahmedabad",2014,54000,"Diesel",5,4.9,"Volkswagen",1498,103.2,NA,20.34,0,1
"Audi A6 2011-2015 2.0 TDI","Coimbatore",2013,70998,"Diesel",5,20.57,"Audi",1968,174.33,NA,17.68,1,1
"Maruti Swift Dzire Ldi BSIV","Kolkata",2015,40082,"Diesel",5,4.76,"Maruti",1248,73.9,NA,19.3,0,1
"Chevrolet Spark 1.0 LT","Kochi",2012,50619,"Petrol",5,2,"Chevrolet",995,62,NA,18,0,1
"BMW 3 Series 320d","Coimbatore",2009,103905,"Diesel",5,9.92,"BMW",1995,190,43.31,22.69,1,1
"Hyundai EON Era Plus","Kochi",2018,15334,"Petrol",5,3.69,"Hyundai",814,55.2,NA,21.1,0,1
"Maruti Swift Dzire VDI","Hyderabad",2013,69000,"Diesel",5,5.75,"Maruti",1248,74,NA,23.4,0,1
"Volkswagen CrossPolo 1.5 TDI","Hyderabad",2014,75160,"Diesel",5,5.7,"Volkswagen",1498,88.5,NA,20.14,0,1
"Honda Amaze E i-Vtech","Coimbatore",2014,44753,"Petrol",5,4.94,"Honda",1198,86.7,NA,18,0,1
"Volkswagen Vento Petrol Highline AT","Kochi",2012,53024,"Petrol",5,4.29,"Volkswagen",1598,103.6,NA,14.4,1,1
"Maruti Wagon R Stingray VXI","Kolkata",2014,23840,"Petrol",5,3,"Maruti",998,67.04,NA,20.51,0,1
"Volkswagen Polo 1.5 TDI Highline","Hyderabad",2014,81298,"Diesel",5,6.5,"Volkswagen",1498,88.8,NA,20.14,0,1
"Volkswagen Polo Petrol Comfortline 1.2L","Jaipur",2015,59000,"Petrol",5,4.9,"Volkswagen",1198,73.9,NA,16.47,0,2
"Honda Amaze SX i-DTEC","Kochi",2016,51806,"Diesel",5,5.4,"Honda",1498,98.6,NA,25.8,0,1
"Audi A6 35 TDI Matrix","Delhi",2014,56000,"Diesel",5,24,"Audi",1968,187.74,59.38,18.53,1,1
"Tata Tigor 1.05 Revotorq XZ Option","Kochi",2019,29279,"Diesel",5,7.46,"Tata",1047,69,NA,24.7,0,1
"Volkswagen Vento 1.5 TDI Highline AT","Kochi",2017,33550,"Diesel",5,9.6,"Volkswagen",1498,108.5,15.86,21.5,1,1
"Audi A6 35 TDI Matrix","Hyderabad",2014,62000,"Diesel",5,25,"Audi",1968,187.74,67.1,18.53,1,1
